GeneID	max_transcript
ELK3	75449
ELK4	24068
ELL	79407
ELL2	76753
ELL3	4344
ELMO1	596420
ELMO2	41006
ELMO3	4873
ELMOD1	75688
ELMOD2	29602
ELMOD3	36979
ELOA	18693
ELOB	5866
ELOC	27149
ELOF1	6193
ELOVL1	4677
ELOVL2	63545
ELOVL4	32737
ELOVL5	81781
ELOVL6	152769
ELOVL7	92485
ELP1	66607
ELP2	50658
ELP3	100920
ELP4	280555
ELP5	8203
ELP6	18072
ELSPBP1	30522
EMB	45096
EMBP1	52776
EMC1	35863
EMC10	14364
EMC2	45605
EMC3	48568
EMC3-AS1	20110
EMC4	5135
EMC6	946
EMC7	17844
EMC8	20919
EMC9	2626
EMD	2228
EME1	8239
EME2	3010
EMG1	26515
EMID1	53701
EMILIN1	7782
EMILIN2	68997
EMILIN3	6855
EML1	204336
EML2	36229
EML2-AS1	1340
EML3	10557
EML4	163195
EML5	180522
EML6	247008
EMP1	23215
EMP2	52176
EMP3	5001
EMSLR	3031
EMSY	108013
EMX1	17372
EMX2	7101
EMX2OS	60775
EN1	5477
EN2	6702
ENAH	166293
ENC1	14018
ENDOD1	42799
ENDOG	4176
ENDOV	22917
ENGASE	13775
ENHO	1947
ENKD1	3805
ENO1	17686
ENO2	9117
ENO3	6577
ENOPH1	30587
ENOSF1	42344
ENOX1	573842
ENOX2	279936
ENPEP	89130
ENPP1	87135
ENPP2	116304
ENPP4	16698
ENPP5	11828
ENSA	8366
ENTPD1	165502
ENTPD1-AS1	337029
ENTPD4	28579
ENTPD5	61372
ENTPD6	32405
ENTPD7	51732
ENTR1	8692
ENY2	11607
EOGT	38459
EOLA1	14333
EOLA2	6294
EOMES	6766
EP300	87485
EP300-AS1	12286
EP400	130518
EP400P1	42057
EPAS1	89290
EPB41	232955
EPB41L1	141385
EPB41L2	223974
EPB41L3	236610
EPB41L4A	276837
EPB41L4A-AS1	1975
EPB41L4A-DT	1398
EPB41L4B	148990
EPB41L5	166042
EPC1	111053
EPC2	142818
EPCAM	17709
EPDR1	31379
EPG5	119720
EPHA10	49144
EPHA2	31732
EPHA3	374513
EPHA4	156175
EPHA5	350932
EPHA6	946938
EPHA7	179538
EPHA8	40106
EPHB1	465205
EPHB2	210662
EPHB4	24958
EPHB6	16079
EPHX1	35487
EPHX2	54421
EPHX4	33553
EPM2A	110718
EPM2AIP1	8088
EPN1	34306
EPN2	99338
EPOP	3251
EPOR	7107
EPPK1	21142
EPRS1	77905
EPS15	165003
EPS15L1	116768
EPS8	169252
EPS8L1	12054
EPS8L2	21496
ERAL1	6045
ERAP1	47379
ERAP2	43777
ERBB2	40578
ERBB3	23482
ERBB4	1163085
ERBIN	155969
ERC1	504708
ERC2	960156
ERCC1	44213
ERCC2	19196
ERCC3	36854
ERCC4	32194
ERCC5	30160
ERCC6	84650
ERCC6L	34362
ERCC6L2	165401
ERCC8	71246
ERF	7559
ERFE	9920
ERFL	21172
ERG28	11085
ERGIC1	118431
ERGIC2	43819
ERGIC3	15556
ERH	18171
ERI1	97497
ERI2	26279
ERI3	134209
ERICH1	116478
ERICH2	28289
ERICH5	29088
ERLEC1	31888
ERLIN1	35935
ERLIN2	21787
ERMAP	27869
ERMARD	29978
ERMP1	48545
ERN1	91002
ERO1A	55643
ERO1B	66857
ERP29	10023
ERP44	119812
ERRFI1	14582
ERV3-1	16331
ERVK13-1	15050
ERVMER34-1	8872
ESCO1	71420
ESCO2	30735
ESD	25905
ESF1	70611
ESPL1	25338
ESR2	111906
ESRP1	66292
ESRP2	7094
ESRRA	11216
ESRRB	130490
ESS2	14372
ESYT1	16474
ESYT2	98512
ESYT3	47067
ETAA1	14756
ETF1	37141
ETFA	96116
ETFB	21219
ETFBKMT	21922
ETFDH	37327
ETFRF1	9906
ETHE1	20482
ETNK1	65494
ETNK2	20982
ETNPPL	21000
ETS1	128793
ETS2	19771
ETV1	100194
ETV2	3126
ETV3	17204
ETV4	18494
ETV5	62775
ETV6	245703
EVA1B	2124
EVA1C	103664
EVC	103104
EVI5	283714
EVI5L	34758
EVL	172814
EVX2	3855
EWSR1	32253
EXD2	52543
EXD3	116266
EXO1	41748
EXO5	7331
EXOC1	51438
EXOC1L	17705
EXOC2	208003
EXOC3	24113
EXOC3-AS1	1324
EXOC4	812682
EXOC5	68398
EXOC6	232663
EXOC6B	650049
EXOC7	22771
EXOC8	5099
EXOG	30033
EXOSC1	10108
EXOSC10	33250
EXOSC2	11134
EXOSC3	5378
EXOSC4	1976
EXOSC5	10985
EXOSC6	5162
EXOSC7	36417
EXOSC8	8828
EXOSC9	15698
EXPH5	88333
EXT1	312454
EXT2	156303
EXTL2	22807
EXTL3	54095
EYA1	350661
EYA2	294220
EYA3	118293
EYA4	290771
EZH1	44765
EZH2	76908
EZR	53620
F11R	25941
F12	7438
F2R	19644
F2RL1	16285
F3	12681
F8	186934
F8A1	1701
FA2H	61849
FAAH	19528
FAAH2	202519
FAAP100	12462
FAAP20	23273
FAAP24	5982
FABP5	4239
FADD	4239
FADS1	17374
FADS2	51151
FADS3	18019
FAF1	523239
FAF2	61689
FAH	34160
FAHD1	12978
FAHD2A	13908
FAHD2B	11299
FAHD2CP	12585
FAIM	24600
FAM102A	40407
FAM102B	79220
FAM104A	25041
FAM104B	18093
FAM106A	2280
FAM107B	256340
FAM110A	12562
FAM110B	155182
FAM110C	7691
FAM111A	12182
FAM111A-DT	8835
FAM111B	20231
FAM114A1	77933
FAM114A2	48762
FAM117A	53799
FAM117B	134788
FAM118A	32995
FAM118B	51263
FAM120A	114426
FAM120AOS	10249
FAM120B	125691
FAM120C	114930
FAM122A	5501
FAM122B	27666
FAM122C	50489
FAM124A	61838
FAM126A	79899
FAM126B	97953
FAM131A	10349
FAM131B	28904
FAM131C	15882
FAM133B	29632
FAM133CP	2518
FAM133DP	2018
FAM135A	147770
FAM135A-AS1	1130
FAM136A	6091
FAM13A	331225
FAM13A-AS1	20314
FAM13B	95197
FAM13C	117052
FAM149A	70586
FAM149B1	76385
FAM155B	27273
FAM156B	16966
FAM157A	69307
FAM157B	55217
FAM160A1	261327
FAM160A2	23291
FAM160B1	78051
FAM160B2	15761
FAM161A	29212
FAM161B	17818
FAM162A	28152
FAM162B	13522
FAM167A	45760
FAM168A	197625
FAM168B	45584
FAM169A	89392
FAM171A1	159644
FAM171A2	10638
FAM171B	71899
FAM172A	493974
FAM174A	51366
FAM174B	38326
FAM174C	3698
FAM177A1	38476
FAM184A	189364
FAM185A	101707
FAM185BP	40634
FAM186B	22766
FAM189A1	460023
FAM189A2	67902
FAM189B	8278
FAM193A	197200
FAM193B	34774
FAM199X	29448
FAM200A	5814
FAM200B	8620
FAM201A	2192
FAM204A	44399
FAM207A	37292
FAM20A	66251
FAM20B	50770
FAM20C	68201
FAM210A	63211
FAM210B	9688
FAM214A	97313
FAM214B	11745
FAM216A	21540
FAM217B	14901
FAM218A	2183
FAM219A	60386
FAM219B	6907
FAM21EP	46621
FAM220A	19556
FAM221A	22451
FAM222A	56670
FAM222B	86810
FAM227A	78274
FAM228B	92805
FAM229A	973
FAM229B	15199
FAM234A	35397
FAM234B	39068
FAM238C	10795
FAM241A	49802
FAM241B	3346
FAM24B	30547
FAM27B	1260
FAM27C	1256
FAM27E3	1681
FAM32A	6636
FAM3A	10083
FAM3C	47517
FAM43A	3154
FAM49B	177536
FAM50A	6513
FAM50B	1944
FAM53B	125086
FAM53C	12172
FAM66B	56619
FAM66C	20791
FAM71E1	10060
FAM72A	17886
FAM72B	16672
FAM72C	18155
FAM76A	37155
FAM76B	20829
FAM78A	18432
FAM78B	110837
FAM81A	85368
FAM83B	98328
FAM83D	26689
FAM83G	35973
FAM83H	9846
FAM83H-AS1	12197
FAM86B1	12023
FAM86B2	11014
FAM86B3P	16295
FAM86C1	13723
FAM86C2P	13569
FAM86DP	13563
FAM86EP	13668
FAM86FP	11897
FAM86HP	13651
FAM89A	21296
FAM89B	1652
FAM8A1	11413
FAM90A1	6358
FAM91A1	47011
FAM92A	30977
FAM95A	5858
FAM95C	4805
FAM98A	15701
FAM98B	33583
FAM98C	5953
FAN1	39192
FANCA	79098
FANCB	29664
FANCC	218655
FANCD2	75495
FANCE	14764
FANCF	3290
FANCG	6178
FANCI	73280
FANCL	82137
FANCM	64960
FAR1	63678
FAR2	186338
FARP1	312583
FARP2	138556
FARS2	510576
FARSA	11232
FARSB	89193
FAS	26261
FASN	19898
FASTK	4262
FASTKD1	45413
FASTKD2	30799
FASTKD3	9878
FASTKD5	13346
FAT1	136062
FAT3	671439
FAT4	177977
FAU	1504
FAXC	78888
FAXDC2	32111
FBF1	28658
FBH1	48023
FBL	11921
FBLIM1	29951
FBLL1	1329
FBLN1	98252
FBLN5	78291
FBN1	237396
FBN2	280336
FBRS	12379
FBRSL1	95036
FBXL12	8809
FBXL14	28588
FBXL15	3322
FBXL16	13301
FBXL17	523061
FBXL18	59384
FBXL19	25728
FBXL19-AS1	3950
FBXL2	145256
FBXL20	149893
FBXL21P	11699
FBXL3	21899
FBXL4	79411
FBXL5	51028
FBXL6	3041
FBXL8	4217
FBXO10	65488
FBXO11	99578
FBXO16	61909
FBXO17	34341
FBXO2	6042
FBXO21	48479
FBXO22	38633
FBXO25	71009
FBXO27	8528
FBXO28	47936
FBXO3	33576
FBXO30	21293
FBXO31	65134
FBXO32	43317
FBXO33	36127
FBXO34	82190
FBXO36	90616
FBXO38	58901
FBXO4	16459
FBXO41	29796
FBXO42	105640
FBXO44	8920
FBXO45	20399
FBXO46	22548
FBXO48	7872
FBXO5	13042
FBXO6	10152
FBXO7	24018
FBXO8	47008
FBXO9	35874
FBXW11	145321
FBXW2	36442
FBXW4	84631
FBXW4P1	2232
FBXW5	4303
FBXW7	215548
FBXW8	120198
FBXW9	7715
FCF1	25476
FCF1P2	1399
FCGBP	86570
FCGRT	13767
FCHO2	134481
FCHSD1	12116
FCHSD2	305573
FCSK	25679
FDFT1	43763
FDPS	11918
FDPSP2	4980
FDX1	34936
FDX2	5970
FDXACB1	5109
FDXR	10497
FECH	42325
FEM1A	9539
FEM1B	18112
FEM1C	23866
FEN1	4327
FER	448943
FER1L4	48825
FERMT1	48699
FERMT2	93826
FES	11272
FEZ1	53384
FEZ2	45907
FEZF1-AS1	6419
FEZF2	3869
FGD1	50780
FGD4	246492
FGD5-AS1	5662
FGD6	140718
FGF11	6639
FGF12	588150
FGF13	590296
FGF2	71528
FGF5	24429
FGF7P3	60782
FGF9	33423
FGFBP3	2902
FGFR1	57696
FGFR1OP	53321
FGFR1OP2	28178
FGFR2	120128
FGFR3	15574
FGFR4	11229
FGFRL1	15272
FGGY	465914
FH	22228
FHAD1	150902
FHDC1	43348
FHIT	1504175
FHL1	64657
FHL2	80797
FHL3	8744
FHOD1	18092
FHOD3	482507
FIBIN	2973
FIBP	4731
FICD	5933
FIG4	134210
FIGN	133392
FIGNL1	13086
FILIP1	201941
FILIP1L	281369
FIP1L1	83221
FIRRE	139115
FIS1	5609
FITM2	8362
FIZ1	8141
FJX1	2405
FKBP10	10209
FKBP11	3525
FKBP14	16115
FKBP15	60271
FKBP1A	24195
FKBP1AP1	2163
FKBP1B	13939
FKBP3	18882
FKBP4	10451
FKBP5	154998
FKBP7	14936
FKBP8	11810
FKBP9	49527
FKBP9P1	23493
FKBPL	1581
FKRP	12518
FKTN	82988
FLAD1	9767
FLCN	24955
FLG	23074
FLG-AS1	53233
FLI1	126732
FLII	14205
FLJ12825	63980
FLJ32255	7934
FLJ37201	6628
FLJ37453	13932
FLJ42627	7147
FLJ44635	17566
FLJ46875	5548
FLJ46906	5620
FLNA	26106
FLNB	163828
FLNC	28866
FLOT1	15152
FLOT2	18394
FLRT2	124284
FLRT3	14627
FLT1	194782
FLT3	97302
FLT4	48094
FLVCR1	41088
FLVCR1-DT	1534
FLYWCH1	39229
FLYWCH2	16187
FMC1	5869
FMN1	429170
FMN2	383302
FMNL1	25431
FMNL2	314652
FMNL3	70906
FMR1	39202
FN1	75630
FN3K	15581
FN3KRP	11307
FNBP1	156002
FNBP1L	106543
FNBP4	50847
FNDC1	102708
FNDC10	2123
FNDC3A	233867
FNDC3B	362091
FNDC4	3317
FNDC5	10216
FNIP1	155303
FNIP2	139024
FNTA	29489
FNTB	75755
FOCAD	337646
FOPNL	22886
FOS	3402
FOSB	7183
FOSL1	8390
FOSL2	24459
FOXA1	5697
FOXA2	4490
FOXA3	9471
FOXB1	3132
FOXC1	3979
FOXC2	2898
FOXCUT	1825
FOXD1	2509
FOXD2	2647
FOXD2-AS1	2506
FOXD3	2561
FOXD3-AS1	3557
FOXD4	2186
FOXE1	3491
FOXF1	4895
FOXF2	6027
FOXG1	3490
FOXI3	5906
FOXJ2	22801
FOXJ3	159332
FOXK1	89147
FOXK2	84870
FOXM1	19494
FOXN2	64996
FOXN3	462985
FOXN3-AS1	2439
FOXN4	31306
FOXO1	110974
FOXO3	124949
FOXO3B	14685
FOXO4	7681
FOXO6	22379
FOXP1	630911
FOXP2	607438
FOXP4	56003
FOXP4-AS1	24726
FOXQ1	2660
FOXRED1	8972
FOXRED2	19849
FPGS	11223
FPGT	10490
FRA10AC1	35076
FRAS1	486946
FRAT1	2644
FRAT2	2232
FREM1	177509
FREM2	200053
FRG1	22320
FRG1BP	42678
FRG1HP	46842
FRG1JP	27584
FRK	129742
FRMD3	295409
FRMD4A	687218
FRMD4B	217305
FRMD5	324507
FRMD6	241598
FRMD8	26887
FRMD8P1	1799
FRMPD3	82801
FRMPD4	902080
FRRS1	62665
FRS2	109403
FRS3	9724
FRY	267351
FRYL	282922
FRZB	33361
FSCN1	13839
FSCN2	8753
FSD1	19252
FSD1L	104399
FSD2	50707
FST	6505
FSTL1	58699
FSTL3	6993
FSTL4	416083
FTCDNL1	90637
FTH1	3349
FTL	1570
FTO	417785
FTSJ1	10343
FTSJ3	8230
FTX	265438
FUBP1	35017
FUBP3	58775
FUCA1	23288
FUCA2	16908
FUNDC1	19220
FUNDC2	33460
FURIN	14869
FUS	14761
FUT1	7379
FUT10	102320
FUT11	3942
FUT2	9980
FUT4	6047
FUT8	333529
FUZ	6426
FXN	43324
FXR1	70081
FXR2	23667
FXYD1	4285
FXYD5	15146
FXYD6	40449
FYCO1	77921
FYN	213120
FYTTD1	37713
FZD1	6893
FZD2	3778
FZD3	80063
FZD4	9716
FZD5	7305
FZD6	34372
FZD7	3850
FZD8	3185
FZD9	2342
FZR1	32023
G0S2	978
G2E3	60938
G3BP1	40831
G3BP2	30714
G6PC3	5614
G6PD	16178
GAA	18300
GAB1	137689
GAB2	202527
GABARAP	2441
GABARAPL1	10248
GABARAPL2	11502
GABARAPL3	2916
GABBR1	30946
GABPA	37488
GABPB1	79808
GABPB1-AS1	4132
GABPB1-IT1	5943
GABPB2	54781
GABRB3	230211
GABRE	21552
GABRR2	60833
GACAT2	11765
GAD1	44262
GADD45A	3133
GADD45B	2130
GADD45G	1542
GADD45GIP1	4104
GAK	83039
GAL	6631
GAL3ST4	9373
GALC	60651
GALE	5155
GALK1	7298
GALK2	176107
GALM	68651
GALNS	43213
GALNT1	57265
GALNT10	230250
GALNT11	96666
GALNT12	42411
GALNT13	582255
GALNT14	227973
GALNT16	96883
GALNT18	351126
GALNT2	224333
GALNT3	46659
GALNT4	5383
GALNT5	60784
GALNT6	40154
GALNT7	155156
GALT	4360
GAMT	4516
GAN	65232
GANAB	21900
GANC	79498
GAP43	97973
GAPDH	3854
GAPDHS	11863
GAPVD1	105381
GAR1	9227
GAREM1	207360
GAREM2	16575
GARNL3	129887
GARS1	39297
GARS-DT	29422
GART	38961
GAS1	3144
GAS2L1	5764
GAS2L3	54604
GAS5	4983
GAS6	43527
GAS7	288000
GAS8	25342
GASK1A	78404
GATA2	13774
GATA2-AS1	14004
GATA3	20510
GATA4	83067
GATA6	33091
GATA6-AS1	2070
GATAD1	12593
GATAD2A	123129
GATAD2B	118245
GATB	90498
GATC	17304
GATD1	10264
GATD3A	12028
GATM	41103
GBA	10175
GBA2	12362
GBAP1	13709
GBAT2	881
GBE1	271940
GBF1	137364
GBGT1	10966
GBX1	18959
GBX2	3150
GCA	44345
GCAT	9271
GCC1	4968
GCC2	60209
GCDH	8870
GCFC2	48209
GCH1	60818
GCHFR	3640
GCLC	47760
GCLM	24398
GCN1	67512
GCNA	35559
GCNT1	65750
GCNT2	108017
GCSAM	12409
GCSH	14450
GDAP1	138469
GDAP2	66136
GDE1	20405
GDF11	14142
GDF15	3018
GDF6	18473
GDF7	12097
GDF9	5703
GDI1	6313
GDI2	48326
GDNF	27364
GDNF-AS1	35914
GDPD1	55458
GDPD5	91301
GDPGP1	11602
GEM	13062
GEMIN2	22689
GEMIN4	7843
GEMIN5	50800
GEMIN6	6792
GEMIN7	15891
GEMIN8	23166
GEMIN8P4	1701
GEN1	35077
GeneID	0
GET1	48202
GET3	11217
GET4	19882
GFER	3556
GFI1	13882
GFM1	51054
GFM2	45911
GFOD1	129770
GFOD2	44780
GFPT1	67447
GFPT2	52638
GFRA1	216714
GFRA3	22241
GGA1	25090
GGA2	46952
GGA3	25764
GGACT	58628
GGCT	8220
GGCX	16773
GGH	23726
GGN	3767
GGNBP1	5327
GGNBP2	45518
GGPS1	17313
GGT1	45255
GGT7	28138
GHDC	5407
GHITM	14059
GHR	298439
GHRLOS	12497
GID4	28997
GID8	10328
GIGYF1	14743
GIGYF2	163246
GIHCG	4715
GIN1	34138
GINM1	25369
GINS1	40890
GINS2	12756
GINS3	13676
GINS4	15767
GIPC1	18390
GIPR	15501
GIT1	16173
GIT2	66564
GJA1	14081
GJA3	22796
GJB2	5468
GJC1	32363
GJD3	4084
GK	78101
GK5	68058
GKAP1	78416
GLA	10122
GLB1	100622
GLB1L	8846
GLB1L2	44450
GLB1L3	43185
GLCCI1	120283
GLCE	111572
GLDC	113228
GLE1	37609
GLG1	159674
GLI1	12479
GLI2	256785
GLI3	276259
GLI4	9486
GLIDR	6663
GLIPR2	27377
GLIS1	232925
GLIS2	24836
GLIS3	475941
GLMN	52611
GLMP	3002
GLO1	27219
GLOD4	23022
GLRB	95965
GLRX	9024
GLRX2	9649
GLRX3	44007
GLRX5	9664
GLS	84723
GLT8D1	11599
GLT8D2	75194
GLTP	29596
GLTPD2	1625
GLUD1	44641
GLUD1P3	1209
GLUD2	2484
GLUL	14113
GLYCTK	7429
GLYR1	44185
GM2A	17254
GMCL1	51724
GMCL2	2865
GMDS	621799
GMEB1	50568
GMEB2	39496
GMFB	14495
GMIP	14181
GMNN	11160
GMPPA	8098
GMPPB	4035
GMPR	56962
GMPR2	6619
GMPS	73370
GNA11	29636
GNA12	116202
GNA13	47451
GNAI1	91349
GNAI2	32294
GNAI3	51578
GNAL	196420
GNAO1	165955
GNAQ	315703
GNAS	71440
GNAS-AS1	31985
GNAZ	54513
GNB1	105832
GNB1L	71651
GNB2	5429
GNB3	6468
GNB4	55382
GNB5	76292
GNE	62537
GNG11	6875
GNG12	131992
GNG13	2693
GNG2	109183
GNG3	1525
GNG4	103069
GNG5	8256
GNG7	191475
GNL1	16218
GNL2	29173
GNL3	8574
GNL3L	37070
GNPAT	36761
GNPDA1	12356
GNPDA2	24839
GNPNAT1	16414
GNPTAB	85460
GNPTG	12182
GNRH1	5782
GNS	45957
GOLGA1	62808
GOLGA2	20123
GOLGA2P5	16947
GOLGA2P7	31320
GOLGA3	59475
GOLGA4	123608
GOLGA5	45642
GOLGA6C	14897
GOLGA6L10	9567
GOLGA6L17P	96524
GOLGA6L3	6836
GOLGA6L4	88488
GOLGA6L5P	10679
GOLGA6L7	8495
GOLGA6L9	9406
GOLGA7	20584
GOLGA7B	21735
GOLGA8A	58739
GOLGA8B	58555
GOLGA8J	63323
GOLGA8K	13734
GOLGA8N	13872
GOLGA8O	13720
GOLGA8R	13706
GOLGA8T	10533
GOLGB1	86568
GOLIM4	87228
GOLM1	74058
GOLPH3	49603
GOLPH3L	50924
GOLT1B	16616
GON4L	109742
GON7	4171
GOPC	42241
GORAB	21668
GORASP1	11764
GORASP2	38653
GOSR1	50184
GOSR2	43840
GOT1	33754
GOT2	27185
GP1BA	2746
GPAA1	3582
GPALPP1	48131
GPAM	33900
GPANK1	5061
GPAT2	14028
GPAT3	69960
GPAT4	46801
GPATCH1	49532
GPATCH11	14793
GPATCH2	204097
GPATCH2L	62421
GPATCH3	9979
GPATCH4	7179
GPATCH8	108125
GPBP1	90731
GPBP1L1	59229
GPC1	32413
GPC2	7775
GPC3	449848
GPC4	115386
GPC6	1181212
GPCPD1	66567
GPD1	7304
GPD1L	62204
GPD2	150851
GPHN	674401
GPI	37673
GPKOW	10328
GPLD1	63744
GPM6A	369754
GPM6B	167902
GPN1	22461
GPN2	14151
GPN3	16235
GPNMB	28333
GPR101	1526
GPR107	86463
GPR108	7708
GPR135	4621
GPR137	5161
GPR137B	66368
GPR137C	84877
GPR153	13745
GPR155	55516
GPR157	28797
GPR160	47397
GPR161	58125
GPR162	5599
GPR173	31290
GPR176	121258
GPR179	19385
GPR180	32804
GPR19	35293
GPR27	2641
GPR37	21907
GPR50	4881
GPR50-AS1	2638
GPR63	43352
GPR75	7055
GPR85	7365
GPR89A	62662
GPR89B	65218
GPRASP1	7716
GPRC5A	26375
GPRC5B	28157
GPRC5C	19570
GPRIN1	14354
GPRIN2	12097
GPRIN3	71417
GPS1	6166
GPS2	2699
GPSM1	32062
GPSM2	57559
GPSM3	4757
GPT	3032
GPT2	46927
GPX1	1429
GPX3	8397
GPX4	2785
GPX8	7125
GRAMD1A	31742
GRAMD1B	269367
GRAMD1C	108386
GRAMD2A	37981
GRAMD2B	134236
GRAMD4	105668
GRASP	8943
GRB10	203385
GRB14	129065
GRB2	87633
GRB7	9347
GREB1	108743
GREB1L	283870
GREM1	27106
GREM2	122582
GRHL1	50584
GRHL3	45123
GRHPR	14294
GRIA3	306672
GRID1	767242
GRID2	1470600
GRIK5	67489
GRIN2B	443019
GRIN2D	50056
GRIN3B	9313
GRINA	3359
GRIP1	456838
GRIP2	51233
GRIPAP1	28541
GRK2	20083
GRK3	164619
GRK4	77189
GRK5	252174
GRK6	16215
GRK6P1	3067
GRM8	814343
GRN	8020
GRPEL1	9169
GRPEL2	9084
GRSF1	24107
GRTP1	39984
GRWD1	11039
GS1-124K5.11	62102
GS1-124K5.4	1842
GSAP	105598
GSC	1939
GSDMB	14055
GSDMD	9674
GSDME	59584
GSE1	64791
GSG1L	276186
GSK3A	12411
GSK3B	273126
GSKIP	23838
GSN	131359
GSPT1	48526
GSPT2	2788
GSR	49936
GSS	27594
GSTA4	17331
GSTCD	138941
GSTK1	5700
GSTM3	7106
GSTO1	13270
GSTO2	35766
GSTP1	2841
GSTZ1	10561
GTDC1	387055
GTF2A1	45937
GTF2A2	19453
GTF2B	38934
GTF2E1	40325
GTF2E2	79918
GTF2F1	13591
GTF2F2	164382
GTF2H1	44774
GTF2H3	28865
GTF2H4	5899
GTF2H5	30994
GTF2I	102974
GTF2IP1	52367
GTF2IP12	5058
GTF2IP20	41378
GTF2IRD1	148687
GTF2IRD2	55432
GTF2IRD2B	57227
GTF3A	11204
GTF3C1	89300
GTF3C2	31185
GTF3C3	36648
GTF3C4	24920
GTF3C5	27828
GTF3C6	9166
GTPBP1	27643
GTPBP10	44737
GTPBP2	8770
GTPBP3	7749
GTPBP4	31496
GTPBP6	14069
GTPBP8	10985
GTSE1	33940
GTSE1-DT	1517
GUCA1B	11672
GUCD1	15512
GUCY1A1	70209
GUCY1A2	344457
GUCY1B1	48753
GUF1	22508
GUK1	8870
GULP1	304051
GUSB	21527
GUSBP1	229698
GUSBP11	78935
GUSBP14	455475
GUSBP16	173385
GUSBP4	28376
GUSBP5	1988
GVQW3	33298
GXYLT1	63028
GXYLT2	88869
GYG1	40235
GYS1	25179
GZF1	10879
H1-0	2329
H1-10	1515
H1-2	731
H1-3	776
H1-4	784
H1FX-AS1	8298
H2AC11	497
H2AC12	480
H2AC13	468
H2AC14	438
H2AC15	459
H2AC16	469
H2AC17	486
H2AC20	436
H2AC21	447
H2AC4	476
H2AC6	545
H2AC8	563
H2AJ	3666
H2AW	495
H2AX	1592
H2AZ1	2186
H2AZ2	21237
H2BC10	436
H2BC11	480
H2BC12	8565
H2BC13	452
H2BC15	448
H2BC17	466
H2BC18	29684
H2BC20P	581
H2BC21	2222
H2BC4	437
H2BC5	13227
H2BC6	434
H2BC7	429
H2BC8	443
H2BS1	466
H2BU1	451
H3-2	3591
H3-3B	3345
H3-4	480
H3-5	1113
H3C1	468
H3C10	472
H3C11	476
H3C13	456
H3C2	471
H3C3	458
H3C7	465
H3P4	58863
H3P6	9275
H4-16	411
H4C1	371
H4C11	355
H4C12	353
H4C2	356
H4C3	389
H4C4	366
H4C5	376
H4C8	373
H4C9	369
H6PD	36561
HABP4	41167
HACD1	28342
HACD2	93498
HACD3	47884
HACE1	131825
HACL1	40868
HADH	45282
HADHA	53997
HADHB	45717
HAGH	19195
HAGHL	2609
HAGLR	15769
HAND1	3255
HAND2	4138
HAP1	16904
HAPLN2	6310
HAPLN3	18250
HARBI1	14366
HARS1	17823
HARS2	7850
HAS2	29324
HAS3	12494
HASPIN	2795
HAT1	61261
HAUS1	23948
HAUS2	21154
HAUS3	13754
HAUS4	10914
HAUS5	12616
HAUS6	49763
HAUS7	47797
HAUS8	25772
HAX1	3246
HBEGF	13760
HBP1	33568
HBQ1	720
HBS1L	94439
HCCS	11752
HCFC1	24261
HCFC1R1	1666
HCFC2	41993
HCG11	5678
HCG15	3857
HCG18	39759
HCN1	441432
HCN2	27278
HCN3	12385
HCN4	49099
HCP5	2629
HDAC1	41543
HDAC10	6081
HDAC11	26110
HDAC2	38120
HDAC3	15980
HDAC4	352781
HDAC5	46888
HDAC6	23574
HDAC7	37179
HDAC8	243327
HDAC9	915589
HDDC2	26617
HDDC3	2581
HDGF	10339
HDGFL2	29906
HDGFL3	80070
HDHD2	43090
HDHD3	3570
HDHD5	27767
HDLBP	88578
HEATR1	55511
HEATR3	41302
HEATR4	80463
HEATR5A	128762
HEATR5B	103477
HEATR6	37913
HEBP1	25395
HEBP2	17974
HECA	45722
HECTD1	107676
HECTD2	105593
HECTD3	8776
HECTD4	222236
HECW2	399482
HEG1	90287
HEIH	1664
HELB	41098
HELLS	56332
HELQ	48540
HELZ	174752
HELZ2	16153
HEMK1	26644
HERC1	225330
HERC2	324875
HERC2P11	15465
HERC2P2	96756
HERC2P3	97784
HERC2P9	30822
HERC3	184694
HERC4	153377
HERC5	49044
HERC6	64358
HERPUD1	12722
HERPUD2	62475
HES1	2584
HES4	1133
HES6	1771
HES7	3513
HEXA	35090
HEXB	81265
HEXD	24298
HEXIM1	3623
HEXIM2	9866
HEY1	3853
HEY2	11637
HEYL	16208
HFM1	144071
HGH1	3077
HGS	18110
HGSNAT	62390
HHAT	351401
HHEX	5692
HHIP	99115
HHLA3	13211
HIBADH	137441
HIBCH	115906
HIC1	8138
HIC2	34090
HID1	22017
HIF1A	52745
HIF1AN	24052
HIGD1A	21627
HIGD2A	1010
HIKESHI	43703
HILPDA	2588
HINFP	14476
HINT1	6229
HINT2	2082
HINT3	23473
HIP1	205643
HIP1R	27504
HIPK1	48545
HIPK2	216428
HIPK3	100350
HIRA	101034
HIRIP3	3775
HIVEP1	152687
HIVEP2	193707
HIVEP3	412557
HJURP	17865
HK1	131881
HK2	59231
HLA-A	145466
HLA-B	3313
HLA-C	3387
HLA-DMA	4482
HLA-DMB	6392
HLA-DOA	5409
HLA-DOB	4239
HLA-DPA1	16185
HLA-DPB1	13712
HLA-DQA1	6276
HLA-DQB1	7600
HLA-DRB1	142730
HLA-DRB5	12934
HLA-E	4685
HLA-F	161462
HLA-F-AS1	22450
HLA-G	4157
HLA-H	3506
HLA-J	3985
